epoch,balanced_ce
1,0.7695449303666299
2,0.7527208663099869
3,0.7466150360097262
4,0.753022717142647
5,0.746537035881457
6,0.745463548397476
7,0.7453179774721238
8,0.7460858487862755
9,0.7448184079151939
10,0.7481172944165089
11,0.7461591379039667
12,0.7438729852861301
13,0.7418958160348914
14,0.7442744971168312
15,0.7407234401696108
16,0.7346120263365182
17,0.742204845671288
18,0.743960842532529
19,0.7472510596906597
20,0.7449093483049761
21,0.7389374833808027
22,0.7406635688279163
23,0.7428288353099064
24,0.7473977682688697
25,0.7489559437910264
26,0.7422643113373355
27,0.7415789617648856
28,0.7464319221167401
29,0.7487669521942735
30,0.7435180959715084
31,0.7430049949748949
32,0.7378223982046951
33,0.7381715138696812
34,0.745286310557276
35,0.7414206273176454
36,0.7467418164014816
37,0.7409169240431352
38,0.7468204178254713
39,0.7423181339082393
40,0.7442854114130817
41,0.740502399392426
42,0.7355851382863793
43,0.7443224195052277
44,0.7442130262709477
45,0.7489850170571696
46,0.7433997214856473
47,0.7318236364729025
48,0.7398056502199986
49,0.7422594192691825
50,0.7481276216832075
51,0.7422228936867957
52,0.7379225372675468
53,0.7355893654748797
54,0.7426190615885637
55,0.7350633196024732
56,0.7457212375646288
57,0.7399635359814222
58,0.7383942422880367
59,0.7405922185968269
60,0.7411032626405358
61,0.7412352822721004
62,0.7400754190642725
63,0.7437356997450645
64,0.7442270538515665
65,0.7421036946841262
66,0.7400102628902956
67,0.7351060458882288
68,0.7471788957376372
69,0.7351503692228686
70,0.7437569035047834
71,0.7459237150509249
72,0.7366902382028374
73,0.7416959679262205
74,0.7399846578694202
75,0.742805764333091
76,0.737485837022012
77,0.7374807568266988
78,0.7475756139240481
79,0.7448101892898028
80,0.7458300234919245
81,0.7362552299164236
82,0.7394157195971771
83,0.7435635918412696
84,0.7368073722516949
85,0.7408344984816556
86,0.7434708261439069
87,0.7428244638510726
88,0.7362339373847301
89,0.7404594420540062
90,0.7326160312037576
91,0.7376958834092048
92,0.7425582515583797
93,0.7464425978250802
94,0.7459765661677177
95,0.7399971191348
96,0.743409364357252
97,0.7369014718146487
98,0.7366807330399752
99,0.7374080466106534
100,0.731951644686474
