sample_id,label,fold,nearest_centroid,endpoint_adj_margin,generic_centroid_margin,a_l1,c_l1,a_predictive_mean,c_predictive_mean,a_inward_shrinkage,c_inward_shrinkage
1577836800000000000,0,-1,0,-4.868341445922852,7.265439033508301,0,0,0.012758347159574128,0.030630181637640093,3.9872416528404258,3.96936981836236
1577840400000000000,0,-1,0,-4.8990020751953125,7.52707576751709,0,0,0.013493566202995449,0.03391450105553874,3.9865064337970044,3.9660854989444614
1577844000000000000,0,-1,0,-4.930753707885742,7.43675422668457,0,0,0.016380985704242904,0.039671137477617434,3.983619014295757,3.9603288625223825
1577847600000000000,0,-1,0,-4.962215423583984,7.3481597900390625,0,0,0.018367207230748542,0.045083702477123774,3.9816327927692514,3.9549162975228764
1577851200000000000,0,-1,0,-4.917848587036133,7.583127975463867,0,0,0.013842104211086904,0.034823445279991996,3.986157895788913,3.965176554720008
1577854800000000000,0,-1,0,-4.9418487548828125,7.2845282554626465,0,0,0.018060447583366578,0.04450120690470093,3.9819395524166334,3.955498793095299
1577858400000000000,0,-1,0,-4.953590393066406,7.569541931152344,0,0,0.016043515809137092,0.03985890785638102,3.983956484190863,3.960141092143619
1577862000000000000,0,-1,0,-4.978107452392578,7.362629413604736,0,0,0.020401028334139443,0.0502793848691119,3.9795989716658604,3.949720615130888
1577865600000000000,0,-1,0,-4.968690872192383,7.609092712402344,0,0,0.016941597180835724,0.04308338256865147,3.9830584028191645,3.9569166174313484
1577869200000000000,0,-1,0,-4.931240081787109,7.6701860427856445,0,0,0.013611467428965171,0.035062279199100294,3.9863885325710346,3.9649377208009
1577872800000000000,0,-1,0,-4.996620178222656,7.2416253089904785,0,0,0.022868459831901045,0.058424134622629076,3.977131540168099,3.941575865377371
1577876400000000000,0,-1,0,-4.844005584716797,7.531363010406494,0,0,0.009022165917766523,0.022889293278243666,3.9909778340822335,3.9771107067217564
1577880000000000000,0,-1,0,-5.022968292236328,7.3802080154418945,0,0,0.023980057997822532,0.06332706309490915,3.9760199420021776,3.936672936905091
1577883600000000000,0,-1,0,-4.921146392822266,7.52010440826416,0,0,0.013779288690332932,0.035152574941819954,3.986220711309667,3.96484742505818
1577887200000000000,0,-1,0,-4.970636367797852,7.464512348175049,0,0,0.01831218689693285,0.04783565125595254,3.981687813103067,3.9521643487440477
1577890800000000000,0,-1,0,-5.015775680541992,7.5283002853393555,0,0,0.025948190167280682,0.061567952681166695,3.9740518098327193,3.9384320473188335
1577894400000000000,0,-1,0,-4.986726760864258,7.462348937988281,0,0,0.01895579384268712,0.05096805160405972,3.981044206157313,3.94903194839594
1577898000000000000,0,-1,0,-5.003454208374023,7.2559051513671875,0,0,0.02379085972953805,0.06444841756023884,3.976209140270462,3.935551582439761
1577901600000000000,0,-1,0,-5.033454895019531,7.1436357498168945,0,0,0.028399311843068,0.0738696780507504,3.971600688156932,3.9261303219492496
1577908800000000000,0,-1,0,-4.955387115478516,7.607649326324463,0,0,0.016728981070929527,0.04349718924001907,3.9832710189290705,3.956502810759981
1577916000000000000,0,-1,0,-4.978496551513672,7.532146453857422,0,0,0.01849315734851302,0.04884740797184677,3.981506842651487,3.951152592028153
1577919600000000000,0,-1,0,-4.934236526489258,7.658166885375977,0,0,0.014308055595974761,0.036317029550994875,3.9856919444040253,3.963682970449005
1577923200000000000,0,-1,0,-4.997964859008789,7.567511558532715,0,0,0.02239234872084102,0.05152866401735588,3.977607651279159,3.948471335982644
1577926800000000000,0,-1,0,-5.014404296875,7.515135765075684,0,0,0.023494766143621604,0.06131512271793476,3.976505233856378,3.938684877282065
1577930400000000000,0,-1,0,-4.911294937133789,7.549404144287109,0,0,0.01318608393820788,0.03368244183693489,3.986813916061792,3.966317558163065
1577934000000000000,0,-1,0,-4.983192443847656,7.597765922546387,0,0,0.019827164907163877,0.04999320769760517,3.9801728350928363,3.950006792302395
1577937600000000000,0,-1,0,-4.984367370605469,7.472240447998047,0,0,0.020375063597006037,0.05569433798944666,3.979624936402994,3.9443056620105534
1577941200000000000,0,-1,0,-4.905055999755859,7.596381187438965,0,0,0.012453578017704001,0.03146932709014149,3.987546421982296,3.9685306729098584
1577944800000000000,0,-1,0,-4.972314834594727,7.577136516571045,0,0,0.017093855894479586,0.04358776674989961,3.9829061441055202,3.9564122332501004
1577948400000000000,0,-1,0,-4.87419319152832,7.653203964233398,0,0,0.009712969910660193,0.025196178324214887,3.99028703008934,3.9748038216757853
1577952000000000000,0,-1,0,-4.9963531494140625,7.670684814453125,0,0,0.020173554208691494,0.05047728178005734,3.9798264457913084,3.9495227182199426
1577955600000000000,0,-1,0,-4.952909469604492,7.678311347961426,0,0,0.015767443727575645,0.04037206443514454,3.9842325562724246,3.9596279355648556
1577959200000000000,0,-1,0,-5.009555816650391,7.48939323425293,0,0,0.02205661546099251,0.05709577661074085,3.9779433845390075,3.942904223389259
1577962800000000000,0,-1,0,-4.986644744873047,7.589441776275635,0,0,0.019690803855103085,0.052006752933000645,3.980309196144897,3.947993247066999
1577966400000000000,0,-1,0,-5.073188781738281,7.366115570068359,0,0,0.03327972762771117,0.08846161486970892,3.9667202723722887,3.911538385130291
1577970000000000000,0,-1,0,-5.008562088012695,7.608383655548096,0,0,0.022921369909406516,0.06101627790156022,3.9770786300905936,3.9389837220984396
1577973600000000000,0,-1,0,-5.088113784790039,7.443157196044922,0,0,0.036755058609047785,0.09608229477276867,3.9632449413909523,3.903917705227231
1577977200000000000,0,-1,0,-5.114953994750977,7.1266279220581055,0,0,0.04464617127220638,0.1173308538391193,3.9553538287277936,3.8826691461608807
1577980800000000000,0,-1,0,-5.065046310424805,7.374466896057129,0,0,0.033954043899084047,0.09102070945971279,3.966045956100916,3.9089792905402874
1577984400000000000,0,-1,0,-5.1734161376953125,6.2469682693481445,0,0,0.07452677944496858,0.1832326653403442,3.9254732205550313,3.816767334659656
1577988000000000000,0,-1,0,-5.0558929443359375,7.322423458099365,0,0,0.03338385069118863,0.09463685243934761,3.9666161493088112,3.9053631475606525
1577991600000000000,0,-1,0,-4.999670028686523,7.5462212562561035,0,0,0.021992712597434575,0.05995713460561809,3.9780072874025656,3.940042865394382
1577995200000000000,0,-1,0,-5.025043487548828,7.506336212158203,0,0,0.026799134234356266,0.07284553931763023,3.973200865765644,3.92715446068237
1578002400000000000,0,-1,0,-4.968910217285156,7.331076622009277,0,0,0.019878252869208066,0.053571109809367363,3.980121747130792,3.946428890190633
1578006000000000000,0,-1,0,-5.0805511474609375,6.626217842102051,0,0,0.04361935784132867,0.12115761342595945,3.9563806421586714,3.8788423865740405
1578009600000000000,0,-1,0,-5.076587677001953,6.935678482055664,0,0,0.04092601069782981,0.11245168207575328,3.95907398930217,3.8875483179242467
