sample_id,label,fold,nearest_centroid,endpoint_adj_margin,generic_centroid_margin,a_l1,c_l1,a_predictive_mean,c_predictive_mean,a_inward_shrinkage,c_inward_shrinkage
1577836800000000000,0,-1,0,-4.209577560424805,5.863882064819336,0,0,0.05913944281703662,0.040743904723213896,3.9408605571829636,3.959256095276786
1577840400000000000,0,-1,0,-4.220144271850586,5.927240371704102,0,0,0.06579686673595762,0.04742984869101953,3.9342031332640426,3.9525701513089806
1577844000000000000,0,-1,0,-4.247180938720703,5.707317352294922,0,0,0.07872948960724067,0.05467383155696592,3.9212705103927594,3.9453261684430343
1577847600000000000,0,-1,0,-4.22596549987793,5.718811988830566,0,0,0.06478997824506037,0.04061877413939564,3.9352100217549397,3.9593812258606045
1577851200000000000,0,-1,0,-4.249244689941406,5.770885467529297,0,0,0.08157460619283331,0.05706467778291438,3.9184253938071665,3.9429353222170858
1577854800000000000,0,-1,0,-4.2334747314453125,5.840842247009277,0,0,0.07069777509906669,0.050880687701408946,3.9293022249009333,3.949119312298591
1577858400000000000,0,-1,0,-4.244501113891602,5.75995397567749,0,0,0.07277384661074021,0.052752532751618626,3.9272261533892596,3.9472474672483813
1577862000000000000,0,-1,0,-4.241207122802734,5.614502906799316,0,0,0.07449262433886973,0.051342896358539086,3.9255073756611303,3.948657103641461
1577865600000000000,0,-1,0,-4.234777450561523,5.792898178100586,0,0,0.07258655837216073,0.05212836638608435,3.9274134416278392,3.9478716336139157
1577869200000000000,0,-1,0,-4.261919021606445,5.763235092163086,0,0,0.09585827228070334,0.07326368884738124,3.9041417277192965,3.926736311152619
1577872800000000000,0,-1,0,-4.259958267211914,5.584125518798828,0,0,0.08923094903021284,0.06548982093935724,3.910769050969787,3.9345101790606427
1577876400000000000,0,-1,0,-4.271928787231445,5.570804119110107,0,0,0.10092968012758588,0.07838138464973024,3.899070319872414,3.92161861535027
1577880000000000000,0,-1,0,-4.296598434448242,5.289491176605225,0,0,0.13057952819597718,0.10567476184495307,3.869420471804023,3.894325238155047
1577883600000000000,0,-1,0,-4.272405624389648,5.801722526550293,0,0,0.11416623086302667,0.09458462843142663,3.8858337691369735,3.9054153715685733
1577887200000000000,0,-1,0,-4.263790130615234,5.773748397827148,0,0,0.10615045256836339,0.08478109326843329,3.893849547431637,3.9152189067315666
1577890800000000000,0,-1,0,-4.282474517822266,5.5396270751953125,0,0,0.12931286995947436,0.11087883767101986,3.8706871300405257,3.8891211623289803
1577894400000000000,0,-1,0,-4.248159408569336,5.918887138366699,0,0,0.08610070808462454,0.06914195470231453,3.9138992919153757,3.9308580452976853
1577898000000000000,0,-1,0,-4.237344741821289,5.840129852294922,0,0,0.07409000983273804,0.05298208407706715,3.925909990167262,3.947017915922933
1577901600000000000,0,-1,0,-4.247058868408203,5.826447486877441,0,0,0.08639655910906618,0.06306310462869442,3.9136034408909337,3.9369368953713058
1577908800000000000,0,-1,0,-4.246973037719727,5.849835395812988,0,0,0.08817827846385423,0.06871230012757543,3.9118217215361457,3.9312876998724247
1577916000000000000,0,-1,0,-4.239557266235352,5.8545427322387695,0,0,0.07651180941114549,0.056290949538244144,3.9234881905888543,3.943709050461756
1577919600000000000,0,-1,0,-4.2391357421875,5.857897758483887,0,0,0.07502517546381829,0.05205377632715187,3.9249748245361817,3.947946223672848
