sample_id,label,fold,nearest_centroid,endpoint_adj_margin,generic_centroid_margin,a_l1,c_l1,a_predictive_mean,c_predictive_mean,a_inward_shrinkage,c_inward_shrinkage
1577836800000000000,0,-1,0,-6.2335662841796875,7.08287239074707,0,0,0.05160811253309527,0.03380776078994037,3.948391887466905,3.9661922392100597
1577840400000000000,0,-1,0,-6.24522590637207,7.041886329650879,0,0,0.054295120755128136,0.0369327233835994,3.9457048792448717,3.9630672766164006
1577844000000000000,0,-1,0,-6.236927032470703,7.132773399353027,0,0,0.05608413969134707,0.03704463425606755,3.943915860308653,3.9629553657439325
1577847600000000000,0,-1,0,-6.205890655517578,7.1651105880737305,0,0,0.05293892279114013,0.0321397505552753,3.94706107720886,3.967860249444725
1577851200000000000,0,-1,0,-6.176210403442383,7.103786945343018,0,0,0.041684573865794064,0.023088793828358482,3.958315426134206,3.9769112061716414
1577854800000000000,0,-1,0,-6.216434478759766,7.087368965148926,0,0,0.05152632780555373,0.03233831561077774,3.9484736721944462,3.9676616843892223
1577858400000000000,0,-1,0,-6.203607559204102,7.200881004333496,0,0,0.04767824047649545,0.030083748306458116,3.9523217595235045,3.969916251693542
1577862000000000000,0,-1,0,-6.241695404052734,7.197844982147217,0,0,0.06044127028473626,0.04167308826753184,3.9395587297152637,3.958326911732468
1577865600000000000,0,-1,0,-6.279991149902344,7.081752777099609,0,0,0.06909694626399271,0.04874175554270238,3.9309030537360075,3.9512582444572977
1577869200000000000,0,-1,0,-6.281381607055664,7.128235340118408,0,0,0.07272368482708592,0.05065437454239487,3.927276315172914,3.949345625457605
1577872800000000000,0,-1,0,-6.254249572753906,7.197554588317871,0,0,0.06499325991529853,0.04524919731543639,3.9350067400847015,3.9547508026845635
1577876400000000000,0,-1,0,-6.283239364624023,7.1349287033081055,0,0,0.07148522982762187,0.053188277999907746,3.928514770172378,3.9468117220000924
1577880000000000000,0,-1,0,-6.319467544555664,7.0422258377075195,0,0,0.08504429116723486,0.06575980297910497,3.9149557088327653,3.934240197020895
1577883600000000000,0,-1,0,-6.309526443481445,6.979185104370117,0,0,0.08484793180893083,0.06321839599415473,3.915152068191069,3.936781604005845
1577887200000000000,0,-1,0,-6.433506011962891,6.090415000915527,0,0,0.1694463791481604,0.15828691340283188,3.8305536208518394,3.841713086597168
1577890800000000000,0,-1,0,-6.345941543579102,6.918087005615234,0,0,0.11460858512925973,0.09140733867102573,3.8853914148707402,3.9085926613289743
1577894400000000000,0,-1,0,-6.290168762207031,7.1177568435668945,0,0,0.08245997795651336,0.05920516114181457,3.917540022043487,3.9407948388581855
1577898000000000000,0,-1,0,-6.365734100341797,6.894693374633789,0,0,0.1116294503305211,0.0978497526393077,3.888370549669479,3.902150247360692
1577901600000000000,0,-1,0,-6.383197784423828,6.740270137786865,0,0,0.12416228089172668,0.10971064879802608,3.875837719108273,3.890289351201974
1577908800000000000,0,-1,0,-6.34040641784668,6.820939064025879,0,0,0.09123813695913695,0.07691478505068924,3.908761863040863,3.9230852149493107
